HR,Name,DM,HD,SAO,FK5,IRflag,r_IRflag,Multiple,GLON,GLAT,SpType,RAh,RAm,RAs,DE-,DEd,DEm,DEs
264,27Gam Cas,BD+59  144,5394,11482,32,I,,,123.58,-02.15,B0IVe,00,56,42.5,+,60,43,00
265,28Ups2Cas,BD+58  138,5395,21855,,,,,123.60,-03.68,G8IIIbFe-0.5,00,56,39.8,+,59,10,52
266,,BD+59  146,5408,11484,,,,,123.59,-02.50,B9IVn,00,56,47.1,+,60,21,46
267,22Phi3Cet,BD-12  162,5437,147519,,I,,,127.04,-74.10,K4III,00,56,01.5,-,11,16,00
268,,CD-28  288,5445,166686,,I,,,246.23,-88.81,M0III,00,55,55.5,-,27,46,32
269,37Mu  And,BD+37  175,5448,54281,33,,,,124.07,-24.36,A5V,00,56,45.2,+,38,29,58
270,Lam2Tuc,CP-70   40,5457,248281,34,,,,302.47,-47.60,K2III,00,55,00.3,-,69,31,37
271,38Eta And,BD+22  153,5516,74388,2060,I,,W,124.65,-39.43,G8IIIb,00,57,12.4,+,23,25,03
272,,BD+45  237,5526,36795,,,,,124.07,-17.02,K2III,00,57,39.7,+,45,50,23
273,,BD+65  115,5550,11502,,,,,123.64,3.49,A0III,00,58,31.1,+,66,21,08
274,68    Psc,BD+28  157,5575,74395,1023,I,,,124.62,-33.86,gG6,00,57,50.2,+,28,59,32
275,,BD+33  140,5608,54306,2061,,,,124.54,-28.90,K0,00,58,14.2,+,33,57,03
276,,BD+12  119,5612,92183,,,,,125.34,-49.15,G8III,00,57,54.5,+,13,41,45
277,,BD+20  131,5641,74402,,,,,125.07,-41.44,A2V,00,58,18.9,+,21,24,16
278,,BD+70   65,5715,4288,2063,,,,123.68,8.12,A4IV,01,00,31.0,+,70,58,59
279,23Phi4Cet,BD-12  173,5722,147546,,,,,129.49,-74.16,G7III,00,58,43.9,-,11,22,48
280,Alp Scl,CD-30  297,5737,166716,35,,,,268.05,-87.27,B7IIIp,00,58,36.4,-,29,21,27
281,,CP-61   50,5771,248293,,,,,301.40,-56.41,Am,00,58,22.4,-,60,41,47
282,,BD+43  193,5788,36832,,,,,124.54,-18.13,A2Vn,01,00,03.4,+,44,42,40
283,,BD+43  193,5789,36833,,,,,124.54,-18.13,B9.5Vn,01,00,03.6,+,44,42,48
284,,BD+05  131,5820,109581,,I,,W,126.69,-56.33,M2III,00,59,49.7,+,06,28,59
285,,BD+85   19,5848,181,906,,,,123.24,23.40,K2II-III,01,08,44.7,+,86,15,25
286,,BD+88    4,5914,209,,,,,123.13,26.16,A3V,01,33,50.4,+,89,00,56
287,,BD+50  202,6028,21938,,,,,124.68,-11.80,A3V,01,02,18.4,+,51,02,06
288,Xi  Scl,CD-39  260,6055,192870,2064,,,,293.64,-78.03,K0III,01,01,18.3,-,38,55,00
289,,BD+46  243,6114,36875,,,,,124.97,-15.45,A9IV,01,03,01.5,+,47,22,34
290,39    And,BD+40  209,6116,36874,,,,,125.24,-21.47,A5m,01,02,54.3,+,41,20,42
291,69Sig Psc,BD+31  168,6118,54374,,,,,125.75,-31.00,B9.5V,01,02,49.1,+,31,48,16
292,,BD+60  157,6130,11551,,,,,124.40,-01.76,F0II,01,03,37.0,+,61,04,30
293,Sig Scl,CD-32  410,6178,192884,1026,,,,275.15,-84.97,A2V,01,02,26.4,-,31,33,07
294,71Eps Psc,BD+07  153,6186,109627,36,I,,D,127.89,-54.87,K0III,01,02,56.6,+,07,53,24
295,Ome Phe,CP-57  220,6192,232268,1027,,,,300.04,-60.07,G8III,01,02,01.8,-,57,00,09
296,25    Cet,BD-05  177,6203,129094,,I,,W,130.52,-67.54,K0III-IV,01,03,02.6,-,04,50,12
297,,BD+60  158,6210,11557,,,,,124.47,-01.25,F6V,01,04,19.6,+,61,34,49
298,,BD+51  220,6211,21967,2066,I,,,124.88,-10.32,K2,01,04,02.4,+,52,30,08
299,,CD-47  313,6245,215343,2065,,,,297.02,-70.60,G8III,01,02,49.2,-,46,23,51
300,,CD-30  325,6269,166774,,,,,256.19,-86.46,G5IV,01,03,17.6,-,29,31,33
301,26    Cet,BD+00  174,6288,109643,37,,,,129.39,-61.35,F1V,01,03,49.0,+,01,22,00
302,,BD+50  212,6300,21988,,,,,125.08,-11.81,B3V,01,04,46.8,+,51,00,36
303,,BD+28  174,6301,74471,,,,,126.31,-33.13,F7IV-V,01,04,27.6,+,29,39,31
304,,CP-66   80,6311,248308,,,,,301.05,-51.63,M2III,01,02,42.9,-,65,27,22
305,,BD+39  249,6314,54398,,,,,125.67,-22.81,F0Vn,01,04,36.4,+,39,59,28
306,,BD+86   17,6319,193,,,,,123.27,24.29,gK2,01,16,13.5,+,87,08,43
307,73    Psc,BD+04  172,6386,109656,,I,,,129.09,-57.05,gK5,01,04,52.6,+,05,39,23
308,72    Psc,BD+14  163,6397,92230,1028,,,,127.84,-47.80,F4II-III,01,05,05.4,+,14,56,46
309,,BD+61  206,6416,11571,,,,,124.64,-00.06,A5Vn,01,06,22.8,+,62,45,42
310,74Psi1Psc,BD+20  156,6456,74482,,,,,127.34,-41.28,A1Vn,01,05,40.9,+,21,28,24
311,74Psi1Psc,BD+20  157,6457,74483,,,,,127.35,-41.28,A0Vn,01,05,41.7,+,21,27,55
312,,BD+79   29,6473,4331,,,,,123.74,17.17,sgG6,01,09,12.3,+,80,00,42
313,77    Psc,BD+04  175,6479,109666,,,,,129.66,-57.77,F3V,01,05,49.2,+,04,54,30
314,77    Psc,BD+04  176,6480,109667,,,,,129.68,-57.77,F6V,01,05,51.4,+,04,54,34
315,27    Cet,BD-10  229,6482,147601,,,,,134.63,-72.53,K0III,01,05,36.8,-,09,58,45
316,,BD+56  196,6497,22015,2069,,,,125.06,-05.87,K2III,01,07,00.2,+,56,56,06
317,28    Cet,BD-10  230,6530,147606,,,,,134.92,-72.37,A1V,01,06,05.1,-,09,50,22
318,,BD+52  262,6540,22021,,I,,,125.30,-09.30,K2III,01,07,09.5,+,53,29,54
319,75    Psc,BD+12  135,6557,92250,2068,,,,128.64,-49.75,G8III,01,06,33.6,+,12,57,22
320,,CD-24  484,6559,166799,1029,,,,170.31,-85.44,G8-K0III,01,06,07.7,-,23,59,33
321,30Mu  Cas,BD+54  223,6582,22024,1030,,,W,125.32,-07.85,G5Vb,01,08,16.4,+,54,55,13
322,Bet Phe,CD-47  324,6595,215365,,,,W,295.51,-70.20,G8III,01,06,05.0,-,46,43,07
323,,CD-36  417,6619,192925,,,,,283.32,-80.89,A1V,01,06,26.5,-,35,39,39
324,41    And,BD+43  234,6658,36950,2071,,,,126.08,-18.83,A3m,01,08,00.9,+,43,56,31
325,,CD-24  496,6668,166814,,,,,172.43,-85.26,A7V,01,07,13.1,-,23,59,47
326,,BD+57  200,6676,22032,,,,,125.19,-04.53,B8V,01,08,33.3,+,58,15,49
327,78    Psc,BD+31  185,6680,54445,2072,,,,127.02,-30.73,F5IV,01,08,01.3,+,32,00,44
328,79Psi2Psc,BD+19  185,6695,74506,,,,,128.13,-41.96,A3V,01,07,57.2,+,20,44,21
329,30    Cet,BD-10  238,6706,147622,,,,,136.22,-72.24,F7IV,01,07,46.2,-,09,47,08
330,80    Psc,BD+04  190,6763,109697,2073,,,W,130.68,-56.96,F0III-IV,01,08,22.2,+,05,38,59
331,Ups Phe,CD-42  391,6767,215374,1031,,,W,290.82,-75.25,A3IV,01,07,47.9,-,41,29,13
332,Iot Tuc,CP-62   89,6793,248324,39,,,,299.64,-55.25,G5III,01,07,18.7,-,61,46,31
333,,BD+78   34,6798,4341,41,,,,123.91,16.84,A3V,01,12,16.7,+,79,40,26
334,31Eta Cet,BD-10  240,6805,147632,40,I,,W,137.15,-72.58,K1.5IIICN1Fe0.5,01,08,35.4,-,10,10,56
335,42Phi And,BD+46  275,6811,36972,,,,,126.11,-15.52,B7Ve,01,09,30.2,+,47,14,31
336,31    Cas,BD+68   77,6829,11612,2074,,,W,124.68,5.97,A0Vnn,01,10,39.3,+,68,46,43
337,43Bet And,BD+34  198,6860,54471,42,I,,,127.10,-27.10,M0+IIIa,01,09,43.9,+,35,37,14
338,Zet Phe,CP-55  241,6882,232306,,,,W,297.83,-61.71,B6V+B9V,01,08,23.1,-,55,14,45
339,81Psi3Psc,BD+18  153,6903,92283,,,,,128.85,-43.00,G0III,01,09,49.2,+,19,39,31
340,44    And,BD+41  219,6920,36984,2075,,,,126.67,-20.65,F8V,01,10,18.8,+,42,04,53
341,,BD+24  186,6953,74530,,I,,,128.29,-37.22,K7III,01,10,19.4,+,25,27,28
342,,BD+63  149,6960,11615,,,,,125.10,1.42,B9.5V,01,11,25.6,+,64,12,10
343,33The Cas,BD+54  236,6961,22070,,,,W,125.76,-07.61,A7V,01,11,06.2,+,55,08,59
344,,BD+14  175,6966,92288,,I,,,129.55,-46.96,M0III,01,10,11.5,+,15,40,27
345,32    Cas,BD+64  127,6972,11617,2078,,,,125.07,2.23,B9IV,01,11,41.4,+,65,01,08
346,32    Cet,BD-09  227,6976,129154,,,,,137.48,-71.25,K0III,01,10,12.0,-,08,54,22
347,33    Cet,BD+01  221,7014,109715,,I,,,132.54,-60.07,K4III,01,10,33.6,+,02,26,44
348,45    And,BD+36  201,7019,54494,,,,W,127.24,-24.98,B7III-IV,01,11,10.3,+,37,43,27
349,82    Psc,BD+30  181,7034,54493,,,,,127.84,-31.26,F0V,01,11,06.8,+,31,25,29
350,,CP-58   81,7082,232324,2077,,,,298.05,-59.26,G6II-III,01,10,07.4,-,57,41,40
351,84Chi Psc,BD+20  172,7087,74544,1032,I,,,129.18,-41.59,G8.5III-IIIa,01,11,27.2,+,21,02,05
352,83Tau Psc,BD+29  190,7106,74546,43,I,,,128.12,-32.58,K0.5IIIb,01,11,39.6,+,30,05,23
353,34    Cet,BD-03  161,7147,129169,,I,,,134.84,-64.65,K4III,01,11,43.5,-,02,15,04
354,,BD+60  186,7157,11637,,,,,125.50,-01.06,B9V,01,13,09.9,+,61,42,21
355,,BD+44  261,7158,37023,,I,,,126.82,-17.37,M1III,01,12,34.0,+,45,20,16
356,,BD+29  195,7229,74561,,,,,128.47,-32.58,G9III+G1V,01,12,59.5,+,30,03,51
357,,BD+79   36,7238,4354,,,,,124.08,17.09,F5V s,01,16,30.7,+,79,54,36
358,,CD-31  484,7259,192977,,,,,252.89,-84.13,F7IV,01,12,23.4,-,30,48,08
359,,CD-38  420,7312,192980,44,,,,281.60,-78.37,F0III,01,12,45.4,-,37,51,23
360,85Phi Psc,BD+23  158,7318,74571,2082,I,,,129.37,-38.01,K0III,01,13,44.9,+,24,35,01
361,86Zet Psc,BD+06  174,7344,109739,1033,,,,132.56,-54.88,A7IV,01,13,43.9,+,07,34,31
362,86Zet Psc,BD+06  175,7345,109740,,,,,132.57,-54.87,F7V,01,13,45.3,+,07,34,42
363,,BD+27  196,7351,74576,,I,,,128.94,-34.08,S3+/2-,01,14,05.0,+,28,31,47
364,87    Psc,BD+15  177,7374,92326,2083,,,,130.84,-46.39,B8III,01,14,07.6,+,16,08,01
365,,BD+70   90,7389,4358,,,,,124.89,8.97,K1V,01,16,12.1,+,71,44,38
366,37    Cet,BD-08  216,7439,129193,,,,,139.80,-70.04,F5V,01,14,24.0,-,07,55,23
367,88    Psc,BD+06  181,7446,109753,,,,,133.14,-55.41,gG6,01,14,42.4,+,06,59,43
368,38    Cet,BD-01  162,7476,129196,2084,,,W,136.01,-63.25,F5V,01,14,49.2,-,00,58,26
369,,BD+47  357,7546,37067,2085,,,,127.24,-14.58,B9IIIpSi,01,16,24.5,+,48,04,56
370,Nu  Phe,CD-46  346,7570,215428,,,,,290.10,-71.00,F8V,01,15,11.1,-,45,31,53
371,,BD+32  223,7578,54567,,I,:,,128.91,-29.47,K1III,01,16,18.8,+,33,06,53
372,,BD+44  271,7647,37077,,I,,,127.70,-17.73,K5,01,17,05.1,+,44,54,07
373,39    Cet,BD-03  172,7672,129204,,,,W,137.75,-64.64,G5IIIe+dA,01,16,36.3,-,02,30,01
374,,BD+30  196,7724,54580,,,,,129.36,-30.80,K0,01,17,24.1,+,31,44,41
375,,BD+76   40,7732,4376,,,,,124.54,14.79,G5III,01,20,19.5,+,77,34,14
376,,BD+46  319,7758,37096,,,,,127.61,-15.21,K0,01,18,10.2,+,47,25,11
377,Kap Tuc,CP-69   45,7788,248346,,,,W,299.66,-48.10,F6IV,01,15,46.1,-,68,52,34
378,89    Psc,BD+02  185,7804,109793,1034,,,,135.63,-58.61,A3V,01,17,48.0,+,03,36,52
379,,BD+36  220,7853,54592,,,,,128.93,-25.17,A5m,01,18,47.0,+,37,23,10
380,,CP-67   81,7916,248350,,,,W,298.90,-50.53,A0V,01,17,03.6,-,66,23,53
381,,BD+75   59,7925,4387,2087,,,,124.79,13.48,F0IVn,01,21,59.1,+,76,14,20
382,34Phi Cas,BD+57  260,7927,22191,,I,,,126.71,-04.43,F0Ia,01,20,04.9,+,58,13,54
383,90Ups Psc,BD+26  220,7964,74637,45,,,,130.56,-35.19,A3V,01,19,28.0,+,27,15,51
384,35    Cas,BD+63  176,8003,11712,,,,,126.10,1.97,A2Vnn,01,21,05.2,+,64,39,30
385,42    Cet,BD-01  171,8036,129235,,,,,138.45,-62.52,G8III+A7V,01,19,48.3,-,00,30,32
386,,BD+77   49,8065,4391,,,,,124.57,15.96,A0Iab,01,23,46.8,+,78,43,33
387,,BD-04  185,8120,129239,,,,,140.45,-65.12,K1III,01,20,34.5,-,03,14,49
388,,BD-11  248,8121,147746,2088,,,,147.57,-72.71,K1III,01,20,27.8,-,11,14,20
389,91    Psc,BD+27  215,8126,74647,2089,I,,,130.75,-33.68,gK5,01,21,07.4,+,28,44,17
390,46Xi  And,BD+44  287,8207,37155,1035,I,,,128.58,-17.00,K0-IIIb,01,22,20.4,+,45,31,44
391,,BD+57  274,8272,22230,,,,,127.14,-04.47,F4V,01,23,21.6,+,58,08,35
392,,BD+00  223,8334,109834,2091,I,,,138.75,-60.18,K5IIIab,01,22,37.0,+,01,43,35
393,43    Cet,BD-01  179,8335,129262,,,,,139.87,-62.29,gK0,01,22,34.8,-,00,26,59
394,,BD-19  229,8350,147767,,,,,166.13,-79.24,F6IV,01,22,30.5,-,19,04,53
395,47    And,BD+36  237,8374,54655,2093,,,,129.94,-24.72,A2Vm,01,23,40.6,+,37,42,54
396,,BD+33  220,8375,54654,,,,,130.47,-28.16,G8IV,01,23,37.5,+,34,14,45
397,,BD+19  226,8388,74682,,I,,,132.99,-41.78,K5,01,23,24.9,+,20,28,08
398,,BD+70  102,8424,4401,,,,,125.75,8.30,A0Vnn,01,25,46.5,+,70,58,48
399,36Psi Cas,BD+67  123,8491,11751,46,I,,,126.15,5.47,K0III,01,25,56.0,+,68,07,48
400,,CD-31  562,8498,193090,1036,I,,,243.40,-82.02,K5III,01,23,31.0,-,30,56,44
401,44    Cet,BD-08  243,8511,129275,,,,W,146.42,-69.38,F0V,01,24,02.5,-,08,00,27
402,45The Cet,BD-08  244,8512,129274,47,I,,,146.59,-69.54,K0III-IIIb,01,24,01.4,-,08,11,00
403,37Del Cas,BD+59  248,8538,22268,48,I,,W,127.19,-02.35,A5III-IV,01,25,49.0,+,60,14,07
404,,BD-07  223,8556,129277,,,,,145.55,-68.33,F3V,01,24,20.6,-,06,54,53
405,,BD-16  237,8589,147793,,,,,158.54,-76.18,G5,01,24,39.8,-,15,39,37
406,,BD-03  195,8599,129280,1037,,,,142.56,-64.44,G8III,01,24,48.7,-,02,50,55
407,,BD+22  226,8634,74707,2096,,,,132.98,-38.69,F5III,01,25,35.7,+,23,30,42
408,,CD-42  493,8651,215492,2095,,,,279.66,-74.10,K0III,01,24,40.8,-,41,29,33
409,,BD+42  302,8671,37204,,,,,129.61,-18.96,F7V,01,26,18.6,+,43,27,28
410,,BD+33  228,8673,54695,,,,,131.00,-27.75,F7V,01,26,08.7,+,34,34,47
411,,CD-45  463,8681,215494,,,,,284.11,-71.36,K1II,01,24,41.9,-,44,31,42
412,46    Cet,BD-15  266,8705,147803,,I,,,157.07,-75.16,K2.5IIIb,01,25,37.2,-,14,35,56
413,93Rho Psc,BD+18  187,8723,92436,,,,,134.19,-42.94,F2V:,01,26,15.3,+,19,10,20
414,94    Psc,BD+18  189,8763,92444,1039,,,,134.31,-42.85,K1III,01,26,41.7,+,19,14,25
415,,BD+33  234,8774,54705,,,,,131.25,-27.92,F7IVb vs,01,27,06.2,+,34,22,39
416,,BD-01  189,8779,129300,,,,,141.83,-61.98,K0IV,01,26,27.3,-,00,23,55
417,48Ome And,BD+44  307,8799,37228,1040,,,,129.56,-17.00,F5IV,01,27,39.4,+,45,24,24
418,,BD+40  289,8801,37227,,,,,130.20,-21.26,A7m,01,27,26.6,+,41,06,02
419,,BD+02  211,8803,109895,,,,,139.88,-58.16,B9V+A8V,01,26,53.5,+,03,32,07
420,,CP-65  130,8810,248381,1038,,,,296.98,-52.37,K5III,01,25,05.3,-,64,22,10
421,47    Cet,BD-13  262,8829,147812,1041,,,,155.16,-73.67,F0IIIDel Del,01,26,51.6,-,13,03,24
422,,BD+39  334,8837,37234,,,,,130.39,-22.01,A0III,01,27,47.0,+,40,20,08
423,,CD-33  525,8879,193122,,I,,W,250.18,-80.59,C6II,01,26,58.1,-,32,32,35
424,1Alp UMi,BD+88    8,8890,308,907,,,,123.28,26.46,F7:Ib-II,02,31,48.7,+,89,15,51
425,,BD-11  272,8921,147819,,,,,152.44,-71.66,K4III-IV,01,27,46.6,-,10,54,06
426,,BD+07  213,8949,109907,,,,W,138.54,-53.79,K1III,01,28,22.9,+,07,57,41
427,38    Cas,BD+69  102,9021,4422,1042,,,,126.30,7.65,F6V,01,31,13.8,+,70,15,53
428,,BD+65  175,9030,11788,,,,,126.92,3.53,A2V s,01,30,52.3,+,66,05,53
429,Gam Phe,CD-43  449,9053,215516,49,I,:,,280.52,-72.17,M0-IIIa,01,28,21.9,-,43,19,06
430,49    And,BD+46  370,9057,37275,,I,,,129.75,-15.35,K0III,01,30,06.2,+,47,00,26
431,,CD-34  576,9065,193136,,,,,254.77,-79.59,F0IV,01,28,43.3,-,33,45,49
432,97    Psc,BD+17  210,9100,92463,,,,,135.56,-43.57,A4IV,01,29,52.9,+,18,21,20
433,48    Cet,BD-22  254,9132,167086,1043,,,,182.65,-79.72,A1V,01,29,36.1,-,21,37,46
434,98Mu  Psc,BD+05  194,9138,109926,2099,I,,W,140.07,-55.43,K4III,01,30,11.1,+,06,08,38
435,,CD-47  440,9184,215525,,,,,284.52,-68.99,M2III,01,29,30.4,-,46,45,23
436,,CD-26  502,9228,167093,,I,,,209.10,-81.25,K4III,01,30,22.9,-,26,12,28
437,99Eta Psc,BD+14  231,9270,92484,50,I,,,137.01,-46.43,G7IIIa,01,31,29.0,+,15,20,45
438,,BD+34  265,9298,54762,2100,,,,132.33,-27.33,B7IIIpHgMn,01,32,07.6,+,34,48,00
439,,BD+57  320,9352,22389,,I,,S,128.44,-04.09,K0Ib+B9V,01,33,25.8,+,58,19,39
440,Del Phe,CD-49  425,9362,215536,1044,,,,286.27,-66.75,K0III,01,31,15.1,-,49,04,22
441,,CD-30  506,9377,193163,,,,,234.96,-80.63,K0III,01,31,43.3,-,30,17,00
442,39Chi Cas,BD+58  260,9408,22397,,I,,,128.35,-03.19,G9IIIb,01,33,55.9,+,59,13,55
443,,CD-46  420,9414,215539,,,,I,282.11,-69.89,A2V,01,31,39.1,-,45,34,32
444,,BD-09  298,9484,129363,,,,,153.38,-69.39,A0III,01,33,03.5,-,09,00,53
445,,CD-37  589,9525,193173,2101,,,,263.48,-76.89,K0III,01,32,56.0,-,36,51,55
446,,BD+36  277,9531,54788,,,,,132.32,-24.85,B9IV,01,34,16.6,+,37,14,14
447,,CD-50  411,9544,215547,,,,,286.40,-66.06,F4V,01,32,36.3,-,49,43,40
448,,BD-07  256,9562,129371,,,,,151.37,-67.53,G2IV,01,33,42.9,-,07,01,31
449,,BD+73   81,9612,4448,,,,,126.09,11.71,B9Ve,01,37,22.5,+,74,18,03
450,,BD+17  224,9640,92520,,I,,,137.11,-43.21,M2IIIab,01,34,49.1,+,18,27,38
451,49    Cet,BD-16  265,9672,147886,,,,,166.32,-74.78,A3V,01,34,37.8,-,15,40,34
452,,BD+40  328,9712,37344,,,,,131.88,-21.02,K1III,01,35,52.5,+,41,04,35
453,,CD-32  613,9742,193188,,,,,242.30,-79.43,K0-1III,01,34,50.7,-,31,53,32
454,,BD+47  460,9746,37351,,,,,130.54,-13.48,gK1,01,36,27.2,+,48,43,22
455,101    Psc,BD+13  240,9766,92530,,,,,138.71,-46.85,B9.5III,01,35,46.4,+,14,39,41
456,40    Cas,BD+72   86,9774,4453,51,,,,126.40,10.49,G8III,01,38,30.9,+,73,02,24
457,,BD+16  176,9780,92531,,,,,137.79,-44.15,F0IV,01,35,54.8,+,17,26,01
458,50Ups And,BD+40  332,9826,37362,1045,I,,W,132.00,-20.66,F8V,01,36,47.8,+,41,24,20
459,50    Cet,BD-16  270,9856,147901,2104,I,,,166.61,-74.36,K2IIIaBa0.2CN1,01,35,59.0,-,15,24,01
460,,CP-58  123,9896,232470,,,,,292.01,-58.05,F2V,01,35,15.2,-,58,08,22
461,,BD+57  349,9900,22456,2108,I,,,129.11,-04.33,G5II,01,38,07.6,+,57,58,39
462,Tau Scl,CD-30  540,9906,193201,,,,W,231.37,-79.80,F2V,01,36,08.4,-,29,54,27
463,102Pi  Psc,BD+11  205,9919,92536,1046,,,,140.16,-49.20,F0V,01,37,05.9,+,12,08,30
464,51    And,BD+47  467,9927,37375,52,I,,,130.81,-13.53,K3-III,01,37,59.6,+,48,37,42
465,,BD+44  341,9996,37393,,,,,131.53,-16.68,B9pCrEu,01,38,31.7,+,45,24,00
466,,BD-10  343,10009,129412,2109,,,W,156.70,-69.19,F7V,01,37,37.7,-,09,24,14
467,,CP-79   40,10042,255794,53,,,W,300.26,-38.41,K0III,01,33,39.2,-,78,30,17
468,,CP-58  126,10052,232477,,,,,291.74,-57.86,M3III,01,36,44.8,-,58,16,15
469,52Chi And,BD+43  343,10072,37406,2112,I,,,131.89,-17.65,G8III,01,39,21.0,+,44,23,10
470,,BD+53  363,10110,22493,,I,,,130.16,-08.32,K5III,01,40,13.1,+,53,52,06
471,,CD-37  620,10142,193224,,,,,259.18,-76.31,K0IV,01,38,27.4,-,36,31,42
472,Alp Eri,CP-57  334,10144,232481,54,,,,290.84,-58.79,B3Vpe,01,37,42.9,-,57,14,12
473,,BD-22  272,10148,167198,2113,,,,187.04,-77.72,A4n,01,38,51.8,-,21,16,31
474,,CD-25  670,10161,167199,,,,,204.39,-79.16,B9Vn,01,38,50.0,-,25,01,19
475,105    Psc,BD+15  245,10164,92558,,,,,139.37,-44.92,K2III,01,39,40.8,+,16,24,21
476,,BD+42  345,10204,37419,,,,,132.35,-18.67,sgA9,01,40,39.8,+,43,17,52
477,53Tau And,BD+39  378,10205,37418,,,,,132.92,-21.34,B8III,01,40,34.8,+,40,34,37
478,43    Cas,BD+67  149,10221,11919,55,,,,127.68,5.64,A0pSiSr,01,42,20.5,+,68,02,35
479,,CP-54  358,10241,232483,,,,W,287.70,-62.27,F5IV-V,01,38,48.2,-,53,26,20
480,42    Cas,BD+69  114,10250,4470,,,,,127.21,8.18,B9V,01,42,55.9,+,70,37,21
481,,BD+60  308,10260,11920,,,,,129.02,-01.23,B8IIIpSi,01,42,03.0,+,61,02,18
482,,BD+57  370,10293,22520,,,,,129.52,-03.59,B8III,01,42,17.8,+,58,37,40
483,,BD+41  328,10307,37434,,,,A,132.70,-19.30,G1.5V,01,41,47.2,+,42,36,49
484,,BD+25  276,10308,74870,2115,,,,136.80,-35.78,F2III,01,41,18.4,+,25,44,45
485,,BD+29  286,10348,74872,,,,,135.69,-31.58,K0III,01,41,39.2,+,30,02,50
486,,CP-56  329,10360,232492,,,,W,289.60,-59.66,K0V,01,39,47.4,-,56,11,53
487,,CP-56  329,10361,232490,,,,W,289.60,-59.66,K5V,01,39,47.8,-,56,11,41
488,,BD+60  312,10362,11931,,,,,129.06,-00.84,B7II,01,42,58.4,+,61,25,18
489,106Nu  Psc,BD+04  293,10380,110065,56,I,,,145.12,-55.22,K3IIIbBa0.1,01,41,25.9,+,05,29,15
490,,BD+34  297,10390,54912,1047,,,,134.46,-26.49,B9IV-V,01,42,03.5,+,35,14,44
491,44    Cas,BD+59  307,10425,11941,,,,,129.27,-01.68,B8IIIn,01,43,19.7,+,60,33,04
492,,BD-12  315,10453,147962,,,,,162.14,-70.26,F5V+F7V,01,41,44.7,-,11,19,29
493,107    Psc,BD+19  279,10476,74883,,,,W,138.88,-41.01,K1V,01,42,29.8,+,20,16,07
494,,CD-38  584,10481,193255,,,,,262.44,-74.80,F2V,01,41,27.3,-,38,07,59
495,,BD+44  354,10486,37460,,,,,132.40,-16.59,K2IV,01,43,16.5,+,45,19,20
496,Phi Per,BD+49  444,10516,22554,57,I,,,131.32,-11.33,B2Vep,01,43,39.6,+,50,41,19
497,Pi  Scl,CD-32  666,10537,193263,1048,I,,,241.27,-77.84,K0III,01,42,08.6,-,32,19,37
498,,CD-37  650,10538,193261,58,,,,258.27,-75.56,A1V,01,42,03.0,-,36,49,57
499,,BD+56  330,10543,22566,,,,,130.00,-04.61,A3V,01,44,17.9,+,57,32,11
500,,BD-04  260,10550,129465,1049,I,,,152.75,-63.55,K3II-III,01,42,43.5,-,03,41,25
501,,CD-50  461,10553,232497,,,,,283.51,-65.15,A3V,01,41,41.1,-,50,02,20
502,,BD+56  334,10587,22578,,,,,130.16,-05.03,A2V,01,44,46.1,+,57,05,21
503,,BD+31  301,10588,54939,,,,,135.65,-29.38,G8III-IV,01,43,50.0,+,32,11,30
504,,BD+45  432,10597,37475,,I,,,132.43,-15.75,K5III,01,44,26.5,+,46,08,23
505,,CP-61  130,10615,248421,2116,,,,292.17,-55.27,K2-3III,01,41,48.0,-,60,47,22
506,,CP-54  365,10647,232501,,,,,286.90,-61.77,F9V,01,42,29.3,-,53,44,26
507,,BD-05  309,10658,129477,,I,,,154.47,-64.37,K0,01,43,54.8,-,04,45,56
508,109    Psc,BD+19  282,10697,92611,,I,,,139.67,-41.04,G3Va,01,44,55.8,+,20,04,59
509,52Tau Cet,BD-16  295,10700,147986,59,I,,W,173.19,-73.43,G8V,01,44,04.1,-,15,56,15
510,110Omi Psc,BD+08  273,10761,110110,60,I,,,144.61,-51.43,G8III,01,45,23.6,+,09,09,28
511,,BD+63  238,10780,11983,,,,W,129.08,1.66,K0V,01,47,44.8,+,63,51,08
512,,CP-83   27,10800,258271,,I,',,301.23,-34.00,G2V,01,37,55.6,-,82,58,30
513,,BD-06  336,10824,129490,2117,I,,,156.61,-64.97,K4III,01,45,59.3,-,05,44,00
514,Eps Scl,CD-25  704,10830,167275,61,,,,206.28,-77.66,F1V,01,45,38.8,-,25,03,09
515,,BD+16  196,10845,92622,,,,,141.20,-43.49,A9III,01,46,35.3,+,17,24,47
516,Tau1Hyi,CP-79   44,10859,255806,,,,W,299.99,-37.69,G6-8III,01,41,21.3,-,79,08,54
517,,CD-27  595,10863,167279,,,,,217.10,-77.87,F2Vn,01,46,01.0,-,27,20,57
518,,BD+45  447,10874,37513,2119,,,,133.00,-15.54,F6V,01,47,48.0,+,46,13,47
519,,CD-51  419,10934,232519,,I,',,282.92,-64.14,M3III,01,46,05.8,-,50,48,59
520,,CP-54  377,10939,232520,2118,,,,285.68,-61.74,A1V,01,46,06.3,-,53,31,19
521,,BD+37  372,10975,54991,,,,,135.20,-23.55,K0III,01,48,38.9,+,37,57,10
522,4    Ari,BD+16  203,10982,92637,1050,,,,141.89,-43.82,B9.5V,01,48,10.9,+,16,57,20
523,,BD+31  316,11007,54994,2120,,,,136.65,-28.66,F8V,01,48,41.6,+,32,41,25
